track_id,artist,title,album,total_genres
7f1ded06f20532cd7c6a92878bc686b5,03 Thirty,Five Thousand Feet of Dispair (sln 2010 stereo),,0
a2eea26f9a53faa71a133679e866193c,1986 Omega Tribe,Cosmic Love,"Pacific Breeze 3: Japanese City Pop, AOR & Boogie 1975-1986",0
ac47e78fdf49cb534b8153b226b386f6,@,"Are You There God? It's Me, @","Are You There God? It's Me, @",0
780553a3e0c7e8ee15e9651e9e28c28d,@,Odor In The Court,"Are You There God? It's Me, @",0
c871e8fce61847b86ff28d095743026e,@,Processional,"Are You There God? It's Me, @",0
c1f3cc003deeda64ecbc7900292b0b32,@,Soul Hole,"Are You There God? It's Me, @",0
b0687835cf9fae9aa30d2be5dc5a1f10,@,Webcrawler,"Are You There God? It's Me, @",0
224ed30a745a4d4340710fd89caf9c51,@,Boxwood Lane,Mind Palace Music,0
a4018b11f2727cae6d25271d5e22e1b1,@,Camera Phone,Mind Palace Music,0
42c7d1d8d7a387450a0d0d1f3dbb1915,@,Cut From Toxic Cloth,Mind Palace Music,0
f75591e9c3f3c812632230997b01bbb6,@,First Journal,Mind Palace Music,0
27d00d498509d6bdf0bd8cad5334206c,@,Friendship is Frequency,Mind Palace Music,0
94a6cd3e98878edc43257b3cf5912833,@,Letters,Mind Palace Music,0
88ccb1676a3379d38b3cdf08eb6ee51b,@,Major Blue Empty,Mind Palace Music,0
91923222d4f97301aed781f866235fcb,@,My Garden,Mind Palace Music,0
30dbd482db9335f67f5f68231f15e601,@,Parapet,Mind Palace Music,0
72da461d0fbdbe4a5e01b7570595f3d6,@,Star Game,Mind Palace Music,0
3e454d92d0762f005c4587f4fe7e3aca,@,Where'd You Put Me,Mind Palace Music,0
b5a0153da368d9eb4ac38bdf3cba85fc,A Positive Life,The Calling (Loved'Ub Mix),"Virtual Dreams: Ambient Explorations In The House & Techno Age, 1993-1997",0
43516659fd77c205b0bf0e7d416335ee,"AV María, Sky, & Belina Rose",Querube,TRANSA,0
4338f63b25eb91abb1791dfe1047b4a2,Aborted at Line 6,Mammuth (Extended Version),Intenta: Experimental & Electronic Music from Switzerland 1981-93,0
81848161131fdb1cdf06d3c79bc1a68f,Admiral Dele Abiodun & His Top Hitters International,It's Time For Juju Music,"Nigeria 70 - Sweet Times - Afro-Funk, Highlife & Juju From 1970s Lagos",0
5561c8f3e1f9b3e904fefcb8bac44c44,Afro Cult Foundation,The Quest,Nigeria 70: The Definitive Story of 1970s Funky Lagos,0
4df6c7e08fc42b71fcbe0a711bb5a0aa,Air Project ,Rap Yourself,Intenta: Experimental & Electronic Music from Switzerland 1981-93,0
05324906d9518754380c2295e8c038ed,Airport People,Digital Master 24bit,LP Masters,0
4bd217fbc086b8579f6351201cf77f6d,Airport People,Digital Master 24bit,LP Masters,0
5d9a8efa3bc78b11f28a8eea98b30f6c,Airport People,Digital Master 24bit,LP Masters,0
9952cb67ffa05ad99c6cc647463aacab,Airport People,Digital Master 24bit,LP Masters,0
a0f8d6f2803da0df8924a71c906391c6,Airport People,Digital Master 24bit,LP Masters,0
d3bb6306fd92fa32fc99140e34ab968c,Airport People,Digital Master 24bit,LP Masters,0
dfbddf8cac28f1a80f3b8bcd76cc0cb9,Airport People,Digital Master 24bit,LP Masters,0
e613e32f7dcbeb6411a08141e5b73641,Airport People,Digital Master 24bit,LP Masters,0
e7f576837d3ddfc8259f818bee8d4afb,Airport People,Digital Master 24bit,LP Masters,0
fa45b3b5e59b31d9133b35a8a151614a,Airport People,Digital Master 24bit,LP Masters,0
4d4f4cbcd0ed8e33e3de98ee2ec2541d,"Akira Inoue, Hiroshi Sato, Masataka Matsutoya",Sun Bathing,"Pacific Breeze: Japanese City Pop, AOR & Boogie 1976-1986",0
02d80a2a5aac2365d30e8e08e8a82a0a,Alejandro Franov,Luxor,Dinner Music For Clubbers: Peter Grummich Plays Staubgold,0
91c13367d4b4526e0ea51e17bf6007da,Ali Chukwumah & His Peace Makers International,Henrietta,"Nigeria 70 - Sweet Times - Afro-Funk, Highlife & Juju From 1970s Lagos",0
51919ca2e7f531e8d68916c49c4c8fad,Allison Russell & Ahya Simone,Any Other Way,TRANSA,0
5dca11faef605ec835b5f934245cd690,Amanda Whiting feat. Chip Wickham,Waiting to Go,The Liminality of Her (Deluxe Edition),0
d10570b0ba9df0816d21fb6d29e8701b,Amor de Dias,Day,The House in the Sea,0
6c6800f162b51fce701d9ab678eb2b3d,Amor de Dias,Hampshire Lullaby,The House in the Sea,0
5a5c17e25b08f70e5c3d72e531d7c1bb,Amor de Dias,In the Winter Sun,The House in the Sea,0
7bd8fd5078fb2e2d8046568d50ad837d,Amor de Dias,Jean's Waving,The House in the Sea,0
04298d07e5f45e27e7f412ec34a3addf,Amor de Dias,Maureen,The House in the Sea,0
d2c6b26f0c5a56010f3ec980861a0d1d,Amor de Dias,Piedras rotas,The House in the Sea,0
090c639e91b2b16aad42926b2bd91c00,Amor de Dias,Same Old Night,The House in the Sea,0
04066a9b01d3e2776cbae355e61f8dd5,Amor de Dias,The House at Sea,The House in the Sea,0
76bebad574daf748a0d80ff4296d4948,Amor de Dias,The Sunlit Estate,The House in the Sea,0
4cb4cc475d13513ea09cd1b80a311c76,Amor de Dias,Under the Glass,The House in the Sea,0
02c50a105a3e52d22285212429314b32,Amor de Dias,Viento del mar,The House in the Sea,0
2e65f7d6f0a3f65d490b4353dec4ecf7,Amor de Dias,Voice in the Rose,The House in the Sea,0
90ef8a245792590265484bf2841b1ea5,Ana Roxanne & Nsámbu Za Suékama,II. STAR (Survival),TRANSA,0
825417e710d4f7f720172b648caa2685,Anajah & Gary Gunn,Know Who You Are At Every Age,TRANSA,0
c702e8586970f582705a3fef1387df05,Andreas Hofer ,Untitled,Intenta: Experimental & Electronic Music from Switzerland 1981-93,0
0a4d7ddd8bf637d4f3ef272930cab781,Andrew Pekler,Pluck'd,Dinner Music For Clubbers: Peter Grummich Plays Staubgold,0
b3e618fb8d45e47817e2a7248c185f10,Anri,Last Summer Whisper,"Pacific Breeze Volume 2: Japanese City Pop, AOR & Boogie 1972-1986",0
a1e62773b8f9888c5d1b5e6bc29e126a,Armageddon Experimental Band,Eternal Skyways,Program 2: Electric Musings from the Hoosier Flatlands & Other Distant Zones,0
0c38cb9c00f6e611706059acad157efd,"Asher White, Eli Winter, & Caroline Rose",Down Where The Valleys Are Low,TRANSA,0
2ed43ef7408b07490ebb9a959f66d54a,Atsuko Nina,Tonkachi,"Pacific Breeze 3: Japanese City Pop, AOR & Boogie 1975-1986",0
15707bc1584a9c46ae7cf8a7dff1d373,Aunt Katrina,Bait,This Heat is Slowly Killing Me,0
d54cc30a1ef1ae4065093ca35be3033d,Aunt Katrina,Four Corners,This Heat is Slowly Killing Me,0
bda426a4ff3590c880dea9fb96ba952d,Aunt Katrina,How Are You?,This Heat is Slowly Killing Me,0
1c39f9eec1e4a38634e4dbba6d3e122a,Aunt Katrina,I Don't Want to Be Your Friend,This Heat is Slowly Killing Me,0
832229605d41837e478166f2bfd61a19,Aunt Katrina,Just a Game,This Heat is Slowly Killing Me,0
03c58f87b004de5af3f50509a10fcbf0,Aunt Katrina,Locked Me Up,This Heat is Slowly Killing Me,0
9e83db752736396c3f62afb949303e5c,Aunt Katrina,Peace of Mind,This Heat is Slowly Killing Me,0
26c2c88d12e21fa39d1a6cfac7d536b6,Aunt Katrina,Ran Out of Time,This Heat is Slowly Killing Me,0
b0e9deb8b212e0f5c8473237b0427d37,Aunt Katrina,Rhythm,This Heat is Slowly Killing Me,0
b03c233a846280def0a99c0aa25d9e33,Babylon Timewarp,Durban Poison,"Soul Jazz Records presents BLACK RIOT: Early Jungle, Rave and Hardcore",0
a8f2a8e14e007b8c25e2ebeb8aa19025,Bala Miller & The Great Music Pirameeds of Afrika,Ikon Allah,Nigeria 70: The Definitive Story of 1970s Funky Lagos,0
dd8f2303275f21d6019b19faeac3c310,Barrie,Love,Like Someone I Know: A Celebration of Margo Guryan,0
8df62a41b7fe993b2d6695482c03ba51,"Bartees Strange, Anjimile, & Kara Jackson",Wolf Like Me,TRANSA,0
fd730c6afe8d975120b1fa121aadf850,Beat Awfuls,Even Camels Get The Blues,Banana Appeal,0
a10c0286703d47fc04217735efe03a83,Beat Awfuls,Hair Is Smoke,Banana Appeal,0
71af0bdf9fd45d89d5e50c78a40846c6,Beat Awfuls,I'm Not The Picture,Banana Appeal,0
69198ebcd9bec2a2aaa2cc3e73811526,Beat Awfuls,King Kong Song,Banana Appeal,0
4bae49ee97baef5631504d477651bb69,Beat Awfuls,"Mikey, Angie, and Theodore",Banana Appeal,0
ef6c3db1ed240379fbfc2eb9087c8159,Beat Awfuls,On To You,Banana Appeal,0
94d311a4560e9cc228accb6da3270491,Beat Awfuls,Shooshing,Banana Appeal,0
e2d29826a5f2d6c933c1c12190d8f34e,Beat Awfuls,Snakeskin Jeans,Banana Appeal,0
ffedbf6f2406061ec9054f64ee8f0fbd,Beat Awfuls,Soviet Waiters,Banana Appeal,0
a654c306ad2ce92b7ded49245ae67861,Becker & Mukai,La Rivière des Perles,Soul Jazz Records Presents Two Synths A Guitar (And) A Drum Machine - Post Punk Dance Vol.1,0
d624337d7c52e515148e225743cf93d7,Bedouin Ascent,Joyriding III,"Virtual Dreams: Ambient Explorations In The House & Techno Age, 1993-1997",0
994eae07dfa5a89bbab666accccbf386,Bedouine,Can You Tell,Like Someone I Know: A Celebration of Margo Guryan,0
f97ab444e8860fc14ffc6642f16f37b7,Bells of Kyoto ,Swiss Air,Intenta: Experimental & Electronic Music from Switzerland 1981-93,0
c817ff50fd1bbb43c17f455931ddfdaf,Ben Hinds,All I Want For Christmas (Is A Go Go Girl),Christmas Dreamers: Yuletide Country (1960-1972),0
ecee6394409f93e40c47718993177409,Ben Lumsdaine,Untitled,Program 2: Electric Musings from the Hoosier Flatlands & Other Distant Zones,0
cb0f3ef6d56bddd86419619df207987c,Benet & Faye Webster,Make 'em Laugh,TRANSA,0
ce7e1e506ec1cae165542d2f70fb8909,Bill Converse,OK Karplus,Holodeck Vision One,0
00efc7ec90e50acdfecde13f22825dd2,Billy Egr,What Would Santa Claus Think,Christmas Dreamers: Yuletide Country (1960-1972),0
869461884ba64c8834726b9d4c123d5a,Billy F Gibbons,(I've Got) Levitation,May the Circle Remain Unbroken: a Tribute to Roky Erickson,0
4c112511f17aff318b2f28df63ba050a,Black Deer,Baseball Shorts,Soul Jazz Records Presents Two Synths A Guitar (And) A Drum Machine - Post Punk Dance Vol.1,0
317f3351c15ceb181957fcb530380f56,Blithe Field,Bubbling Cauldron,Days Drift By,0
4c29f307f89cc31ee8c44b0e33f7e6be,Blithe Field,Clouds Roll In,Days Drift By,0
d73ae43b298e99b3e702e756288ef80b,Blithe Field,Farewell To Darker Days,Days Drift By,0
2dbe0975ed706fa4288c35f3f0df9b1e,Blithe Field,Grotto,Days Drift By,0
bf08c4390a512bc79bb5e981556b5c90,Blithe Field,Love Knot,Days Drift By,0
c2aa3941402f045da4fb64cff5593648,Blithe Field,Perseus,Days Drift By,0
e1b2171972cb53052fce69b304492ff9,Blithe Field,Prelude,Days Drift By,0
f70344bc8e325cb82fb01106f0b63682,Blithe Field,RD 1,Days Drift By,0
cdc0ec760f512e2d88b2761eef31d391,Blithe Field,Racing Back,Days Drift By,0
cc1abce089966307f4caad8a9f6e2c4e,Blithe Field,Time & Temperature,Days Drift By,0
817ce220c0cad6fe0b8719c6392a8ab8,Blithe Field,1-800-ANGEL,Grits Kissed,0
fb8ab0aff715dc5905f41af2264a7137,Blithe Field,Carnival Ride Reflection,Grits Kissed,0
5527ba3bb112f3850665b638b39d3f16,Blithe Field,Control Room,Grits Kissed,0
01b64fb9d8452c5de9a09aee1ed9d620,Blithe Field,Earth Maintenance,Grits Kissed,0
28104c69cfd125ef87fcf199b16087e1,Blithe Field,Face of the Rabbit,Grits Kissed,0
9b9ed87304803fa43b403de35f3bfc56,Blithe Field,Heart Eyes in the Sprinkler,Grits Kissed,0
3ac1fa4d26ae07dd8283ef0bbc03d92c,Blithe Field,Kangy Sour,Grits Kissed,0
a1782df020f8e240f6c5c92ef4a03e29,Blithe Field,Light and Variable Winds,Grits Kissed,0
ceb6ee93570e0e0d541596753fafdc01,Blithe Field,Magic Spell,Grits Kissed,0
314fc3ab2d86a33e792616873a7eedff,Blithe Field,Mud Puddle Inhabitants,Grits Kissed,0
7b266bb580d3760348755906fbbd9064,Blithe Field,Object at Rest,Grits Kissed,0
488f43427793b911a1410a9935633c8c,Blithe Field,Obscured Building,Grits Kissed,0
7f91ef89e397c28359c45bda7e4d752f,Blithe Field,Rural Negotiation,Grits Kissed,0
f6bcbb596cb75804f9345affb592d0b2,Blithe Field,Soapstone,Grits Kissed,0
7fb11b39f9b12d8bc0cb74a1223f3a80,Blithe Field,Surveillance Cam Feed,Grits Kissed,0
46d04216c07f0a0e91869b204899df01,Blithe Field,Unconfirmed Location,Grits Kissed,0
22f62e8bbaea081342cd6e318e03080c,Blithe Field,Aerosol Breath,Hymn For Anyone,0
a1aa7bc3d15f262265fe5e90422ecaba,Blithe Field,Deep Canyon Blues,Hymn For Anyone,0
238b14c8c4ad00806759aef44ee288bc,Blithe Field,He Was In The Clouds,Hymn For Anyone,0
7193defb917d7ec01d54d7fb3fd727f9,Blithe Field,I Love You Rhonda,Hymn For Anyone,0
18eed900adf714cb4ef05db82c12e6f0,Blithe Field,JTEL,Hymn For Anyone,0
f39f3f28b8503be35d5ed0c8afe595da,Blithe Field,PUMC,Hymn For Anyone,0
4da6649aaf098605c7cc896e8d40bd8c,Blithe Field,Phone Booth Under Street Lamp,Hymn For Anyone,0
6bfbaa8a6adeb0f4b6b67d334e4df720,Blithe Field,Portrait Room,Hymn For Anyone,0
2133dfe0a592e7debc799bb26f449106,Blithe Field,Statue Of Gold,Hymn For Anyone,0
bc082daa99fb1b411c2b90003f1d3f64,Blithe Field,Stem Growth,Hymn For Anyone,0
ace14df6659e41db845e5583e02566e8,Blithe Field,Wharf At Dusk,Hymn For Anyone,0
1ca0b7970c9df673353624a2478fb1a2,Bobby Hodge,Blue Christmas,Christmas Dreamers: Yuletide Country (1960-1972),0
a9ea1c4dfd9cbb2fc9ee672c894d65a4,Bola Johnson & His Easy Life Top Beats,E Ma S'eka,"Nigeria 70 - Sweet Times - Afro-Funk, Highlife & Juju From 1970s Lagos",0
f299b53496eb195c808417f71a875c22,Bongos Ikwue,Woman Made the Devil,Nigeria 70: The Definitive Story of 1970s Funky Lagos,0
6472f81d7fa9aed6a15a71111227d90b,Brandon Spaulding,For Andrew,Program 2: Electric Musings from the Hoosier Flatlands & Other Distant Zones,0
28bddebef975f979135c4fbbb96ae183,Brian Freel,Nightrider,Maybe I'm Dreaming,0
4fe122775fc2746e924c68c4f294f19a,Brogan Bentley,May the Circle Remain Unbroken,May the Circle Remain Unbroken: a Tribute to Roky Erickson,0
313022dfc4a8d3424109ee3de6a86140,Carol Rich,Computered Love,Intenta: Experimental & Electronic Music from Switzerland 1981-93,0
94713b8c165f69d892e355b6745d0afd,Cass McCombs feat. Karen Black,Brighter!,Big Wheel and Others,0
33a5640264be20edf9d9bbad5dfaa448,"Cassandra Jenkins, Bloomsday, & Babehoven",Aaron,TRANSA,0
2f96d4e7bcdd3a264afd9e790ef2a0fa,Charles Manier,Sift Through Art Collecting People,Soul Jazz Records Presents Two Synths A Guitar (And) A Drum Machine - Post Punk Dance Vol.1,0
1c4b086bc953553bd9a21296109cfa0c,Charli XCX feat. Alma & Tove Lo,Out of My Head,Pop 2,0
354db1d8b45a8dc1acd50b6a85f82487,"Charli XCX feat. Brooke Candy, CupcakKe & Pabllo Vittar",I Got It,Pop 2,0
d72554b2387d1ef85fdf61834a7552e8,Charli XCX feat. Carly Rae Jepsen,Backseat,Pop 2,0
ac59e419b0597039a9523944dca9ea00,Charli XCX feat. Caroline Polachek,Tears,Pop 2,0
f4bced0029dbe5dfc15d76c7ba7926b5,Charli XCX feat. Jay Park & Kim Petras,Unlock it (Lock It),Pop 2,0
919d4fd456009cf85741eece7dbe42df,Charli XCX feat. Mykki Blanco & Dorian Electra,Femmebot,Pop 2,0
30b09c24f7dd9417f859698bd6f92684,Charli XCX feat. Tommy Cash,Delicious,Pop 2,0
1373495c3f3108c7cf7ae5a353373a6f,Charlie Dark,Nigeria 70 Poem,Nigeria 70: The Definitive Story of 1970s Funky Lagos,0
c8be55829b95863a36792be33bba3da6,Charlie Stewart,Santa Claus Ain't A Hippie,Christmas Dreamers: Yuletide Country (1960-1972),0
778e559f20265845aa749ccedfb448f0,Charlie Stewart,Santa Claus Won't Come This Year,Christmas Dreamers: Yuletide Country (1960-1972),0
ebd3c6c045b803b2ef30dd457b5b8671,Chief Commander Ebenezer Obey & His International Brothers,Ajoyio,"Nigeria 70 - Sweet Times - Afro-Funk, Highlife & Juju From 1970s Lagos",0
b4d85b9e50833377b8fe0d058ac4ae1c,Chiemi Manabe,Untotooku,"Pacific Breeze 3: Japanese City Pop, AOR & Boogie 1975-1986",0
1d6a45e6f56b232c372add050572402c,Christoph Spendel Group,Forever,Maybe I'm Dreaming,0
44f553e8a43cf35d290e25cda36f5840,Chu Kosaka,Shirakechimauze,"Pacific Breeze 3: Japanese City Pop, AOR & Boogie 1975-1986",0
65551aaec97312ff185427c49b294a60,Clarity,Many Ways (feat. Clairo),TRANSA,0
2c46d406102c13e1acf2c7dfb9ab641d,Claudine Chirac ,Etudes,Intenta: Experimental & Electronic Music from Switzerland 1981-93,0
e8ad501a84615148d7eda14fa1318b92,Clete Stallbaumer,John's Song,Maybe I'm Dreaming,0
04d2d3b9d65bbace15113b2f465fb21c,Cole Pulice,below a pack of swans,Strawberry Roan,0
5aa5406bcbc85f3b96e1442d3c041506,Cole Pulice,chestful of bees,Strawberry Roan,0
8d7802860d7b7c71e71da0e10c870ddd,Cole Pulice,dream days,Strawberry Roan,0
d946d21607bdcb9dd79ea0c73d52c031,Cole Pulice,gray cloud dunes,Strawberry Roan,0
21f836e79d2f8be5a662fbadd9f7b0e5,Cole Pulice,parrish blue,Strawberry Roan,0
c10fbd87228c8385198d4b9b6a6545d5,Cole Pulice,peach skin,Strawberry Roan,0
6acc48c8af0c8c53c3f1843dcd8f9053,Cole Pulice,wishbone split clean and perfect,Strawberry Roan,0
374847727dfe97b1017f413def2b74ac,Cole Pulice & Hunter Schafer,III. Under the Shadow of Another Moon (Dark Night),TRANSA,0
6d823e13bfbded643644a2d16616c7f7,Context Clues,Enterprise,Program 2: Electric Musings from the Hoosier Flatlands & Other Distant Zones,0
75594da0925e9e332bb5bd2b668f19a8,Curved Light,Endgame Scenario,Holodeck Vision One,0
9e71b01f1c9d331855e61f6a811e1d63,Czern,Diamond Lake,Program 2: Electric Musings from the Hoosier Flatlands & Other Distant Zones,0
acdb59297a391ad83fb78bfdb766ce94,D. Strange,Hinterlands - Frozen Mix,Program 2: Electric Musings from the Hoosier Flatlands & Other Distant Zones,0
7981786d6e67346d09a4673651b2c74e,DJ Dubplate,Original Rubadubstyle,"Soul Jazz Records presents BLACK RIOT: Early Jungle, Rave and Hardcore",0
25891ac663e29d905ea95261e940da70,DJ Dubplate,Tings A Go On,"Soul Jazz Records presents BLACK RIOT: Early Jungle, Rave and Hardcore",0
15109e8769e51479965683e6b56e7d28,DJ Krome; Mr. Time,Ganja Man,"Soul Jazz Records presents BLACK RIOT: Early Jungle, Rave and Hardcore",0
b6a744d112d6eff409f047d82f7a9a4a,Dallas Acid,The Orgy in San Felipe,Holodeck Vision One,0
a5986e8fefab4f494583fa8ec875939b,Damak,Side A,"""If You're Going to San Francisco..."" Damak Live",0
649078a15f2688c2d5294080396e2946,Damak,Side B,"""If You're Going to San Francisco..."" Damak Live",0
a5a31e6de6031f0318386d1cd2265f8d,Damak,Alright,Tarseer Sessions,0
25f78f2bad32e914d2f68b16fa883044,Damak,Assimilation,Tarseer Sessions,0
d7cbd760d76d22edce9a967c4802c932,Damak,Cannot Compute,Tarseer Sessions,0
869c7b92981d4c885f960c1981e72d19,Damak,Mandate of Heaven,Tarseer Sessions,0
6b04eaf2e0490754c288167cc3240f1d,Damak,On the Street,Tarseer Sessions,0
1fb55a6a0e77575183abed850853d5b9,Damak,Teenage Time Killer (Rudimentary Peni),Tarseer Sessions,0
6f456a0ea7e7b82b82698d6c1afed732,Damak,Untitled,Tarseer Sessions,0
a61267a96f7da5256f629a7c3525b40c,David Holmes,No Man's Land,π - Music For The Motion Picture,0
cee3ba57cc4c9cbb8546a9fe73985d37,David Moufang,Sergio Leone's Wet Dream,"Virtual Dreams: Ambient Explorations In The House & Techno Age, 1993-1997",0
f73c6538d97f4ca88bfe5708403313b8,David Owens,Take Off Your Armour,Maybe I'm Dreaming,0
7622afc4fffdc5d6bc74474715e59c62,Dayton Exchange,Next Stop,Program 2: Electric Musings from the Hoosier Flatlands & Other Distant Zones,0
2ec996664fe5f376cdef382c9587ce26,"Devendra Banhart, Blake Mills, & Beverly Glenn-Copeland",You Don't Know Me,TRANSA,0
5599788d5d6c36ad4b44f5341e25e61f,Dick Sicely & The Country Boys,A Christmas Walk With God,Christmas Dreamers: Yuletide Country (1960-1972),0
112b7a35dc3bab781731622ac906d922,Don Bruce and The Angels,Kinuye,"Nigeria 70: No Wahala: Highlife, Afro-Funk & Juju 1973-1987",0
a006342f743f17646ecff4b20e53d2ff,"Don Isaac Ezekiel Combination, The",Ire,"Nigeria 70 - Sweet Times - Afro-Funk, Highlife & Juju From 1970s Lagos",0
62ad0172c067f8f53c3394ac354a5b20,Don Mcginnis,I’ll Be Home For Christmas,Christmas Dreamers: Yuletide Country (1960-1972),0
743a0509e02e80b5bde42e6ad6b2e257,Don Mcginnis,When Santa Comes,Christmas Dreamers: Yuletide Country (1960-1972),0
744b51ae8015a4295163c0c0a08f7b8e,Dr Victor Olaiya's International All-Stars,Kinringjingbin,"Nigeria 70 - Sweet Times - Afro-Funk, Highlife & Juju From 1970s Lagos",0
63ffc6b293e0c5c4d6a020d89d705490,Dubtribe Sound System,Sunshine's Theme (Sunshine's Remix),"Virtual Dreams: Ambient Explorations In The House & Techno Age, 1993-1997",0
0e9d9f2283087e12f242f0e275cc8575,Dust Witch,Sister Planet,Holodeck Vision One,0
f2fca37135d3d97ee7ab8fee74f7358a,Dylan Cameron,Graceless Gods,Holodeck Vision One,0
e1ee6f53464a387279528b61194ecd1d,Eeeka,See,Program 2: Electric Musings from the Hoosier Flatlands & Other Distant Zones,0
9e40cdec90b1df05655bff372bcc06e3,Eiichi Ohtaki,Yubikiri,"Pacific Breeze Volume 2: Japanese City Pop, AOR & Boogie 1972-1986",0
8850c78810920790355221127f901ffa,Eji Oyewole,Unity In Africa,"Nigeria 70 - Sweet Times - Afro-Funk, Highlife & Juju From 1970s Lagos",0
104a286e9a3a2508d8b522fb2b170131,Elderberry Jak,Forrest on the Mountain,Maybe I'm Dreaming,0
d8716d215143a9dcb41dbec00d7182d0,Elephant Château,Dreaming,Intenta: Experimental & Electronic Music from Switzerland 1981-93,0
